text,sentiment
"cried I; ""death awaits me whether I remain here or fly from Thakakawerenté.",fear
"There was the sound of a crash outside at this minute, and Pam cried out in alarm.",fear
"There I lay, quaking, when all the caitiffs had departed, and the black, chill night received me into itself.",fear
"I started back, and rushed out quaking as though all hell was behind me.",fear
"Worn out by that time, and with nothing to sustain her from within, she fancied they were going to kill her, and giving way utterly, cried and shrieked aloud.",fear
"Marie screamed as an inner door opened to disclose a long, narrow corridor beyond.",fear
"Gritte had rushed terrified to her master, crying out: “Monsieur, we shall be pillaged!",fear
"I hear a wild shriek of fright as they mark my white face, then—splash!",fear
"There came a stabbing pain, and Peter whirled with a wordless scream.",fear
"Then came a terrified shout, followed by the bunched thunder of a succession of pistol shots.",fear
"Fearful, indeed, Medea grew as the howling came near her; almost she turned to flee.",fear
"cried Serganoff hoarsely, and instinctively, at the sight of the levelled revolver.",fear
"I feel myself trembling; this man they have come to arrest—are they going to shoot him here, in his own apartment, before his wife?",fear
Elinor shrieked in terror and sank down limply on the stone floor of the crevice.,fear
"The police are after the guilty one, and if I am discovered--then--[With a shriek] they'll send me back there.",fear
"They both gave a cry of alarm, for Zeb had sprung upon them and begun to lick their faces.",fear
"I am afraid you are going to have another attack, like the last.”",fear
I am awfully afraid we shall be found dead of _ennui_ one fine morning.,fear
"Lot gave a sharp cry, as if he had been wounded anew.",fear
She gasped and sank together on the seat as though she had been shot.,fear
"When they see me they aim their arrows at me and I am afraid, and oh!",fear
"I do not know, answered I, but I am afraid somebody is breaking into the house.",fear
"I was afraid every moment that the Indian might be upon me, and oh!",fear
The woman screamed and flung herself into the arms of her accomplice.,fear
"He whirled, with a startled cry, at Jimmie Dale's entrance, and the revolver clattered from his fingers to the floor.",fear
"I shivered at the thought that he was going to take us there, to the house--to Mademoiselle!",fear
"He has moved, he is near me!” She was filled with fresh terror.",fear
"Jasmin whined and looked anxious, but just then came a flash of lightning.",fear
"cried the forester's voice, rising above the tumult; ""stand aside, or I shall hit you too.""",fear
"cried Bettie, who had been peeking into the different rooms to see if Marjory were inside.",fear
"He is become terrified at the prospect of Soudan; he repeats, ""The Touaricks will kill you, and make me a slave again.""",fear
"Another shrieked from a window, 'Help, help, they are killing my father!'",fear
"he said, in a hoarse whisper; ""sure it'll be the death o' me av ye do.",fear
"With a yell I turned and fled down that silent cavern, as though grim Death himself were at my heels.",fear
"She almost shrieked aloud in terror then and threw herself back bodily, as from the edge of a precipice.",fear
"Hallucinations perturbed her, she trembled with fright, she beheld the devil jeering and prowling around her.",fear
I am afraid he will do some harm to my good lodgers that damnable Robin.,fear
"We heard them shooting turkey, and then we heard one shot and a scream.",fear
"Don't go near them,"" shuddered the boy; ""they make me crawl, somehow.""",fear
"Ma started moaning again, ""I've always known there was something outside there, waiting to get us.",fear
"That was yesterday and I ran away and hid here all night and I'm afraid to go out for fear they will get me.""",fear
"I saw one tree ignite like gun-cotton, and then my heart grew small, and I turned and fled.",fear
"Don’t come near him, or he’ll grab you,” called Grandpa Croaker in a choking voice.",fear
"I'm afraid you'll be killed this time; and how can I live here without you?""",fear
"Reilly, I tremble to think lest they should take you from me again.”",fear
"screamed the landlord, with ominous face; ""the old government is done away with; the traitors have had their reward, and their spies shall be hanged as well;"" and, rushing at the merchant, he brandished an old sword at his head.",fear
"He shuddered; he felt as though a woman’s arm, all black and charred, was stretched out to him in the night, and the golden snake uncurled from it and reached forth as though to bite him.",fear
